x,y,z,t,d,dx,dy,dz,eta
0.0037169442,-0.0033442462,0.0496323866,0.0025,1.000000013351432e-10,-1.000000013351432e-10,0.0,0,-7.433939401557677e-11
0.0033457,-0.0037157,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.003344,-0.0037172,0.0003514996,0.0025,5.4041738621890545e-06,3.584400019462919e-06,-4.0444001569994725e-06,0,5.404025145080114e-06
0.0033457,0.0037157,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0033440963,0.0037170934,0.0496317803,0.0025,1.000000013351432e-10,0.0,-1.000000013351432e-10,0,-7.434221901275739e-11
-0.0037157,0.0033457,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0037207,0.0033401,0.0496425,0.0025,1.414213607331405e-10,1.000000013351432e-10,-1.000000013351432e-10,0,-1.4121634851066434e-10
-0.0037157,-0.0033457,0.0,0.0025,0.0,0.0,0.0,0,0.0
-0.0037208789,-0.0033398706,0.0003765872,0.0025,5.873183908988722e-06,-4.383200121083064e-06,-3.90920013160212e-06,0,5.873153870935947e-06
-0.0033457,-0.0037157,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0033401159,-0.0037206435,0.0496267839,0.0025,0.0,0.0,0.0,0,0.0
-0.0033457,0.0037157,0.0,0.0025,0.0,0.0,0.0,0,0.0
